"date","hits.daily","hits.monthly","adjusted.hits.daily"
2017-01-01,46,6,2.76
2017-01-02,76,6,4.56
2017-01-03,69,6,4.14
2017-01-04,83,6,4.98
2017-01-05,100,6,6
2017-01-06,91,6,5.46
2017-01-07,75,6,4.5
2017-01-08,68,6,4.08
2017-01-09,68,6,4.08
2017-01-10,57,6,3.42
2017-01-11,77,6,4.62
2017-01-12,76,6,4.56
2017-01-13,58,6,3.48
2017-01-14,55,6,3.3
2017-01-15,56,6,3.36
2017-01-16,55,6,3.3
2017-01-17,53,6,3.18
2017-01-18,55,6,3.3
2017-01-19,52,6,3.12
2017-01-20,50,6,3
2017-01-21,49,6,2.94
2017-01-22,50,6,3
2017-01-23,48,6,2.88
2017-01-24,47,6,2.82
2017-01-25,47,6,2.82
2017-01-26,46,6,2.76
2017-01-27,43,6,2.58
2017-01-28,43,6,2.58
2017-01-29,42,6,2.52
2017-01-30,47,6,2.82
2017-01-31,46,6,2.76
2017-02-01,64,6,3.84
2017-02-02,71,6,4.26
2017-02-03,72,6,4.32
2017-02-04,67,6,4.02
2017-02-05,59,6,3.54
2017-02-06,59,6,3.54
2017-02-07,65,6,3.9
2017-02-08,74,6,4.44
2017-02-09,80,6,4.8
2017-02-10,73,6,4.38
2017-02-11,72,6,4.32
2017-02-12,60,6,3.6
2017-02-13,66,6,3.96
2017-02-14,63,6,3.78
2017-02-15,57,6,3.42
2017-02-16,66,6,3.96
2017-02-17,67,6,4.02
2017-02-18,68,6,4.08
2017-02-19,57,6,3.42
2017-02-20,61,6,3.66
2017-02-21,72,6,4.32
2017-02-22,81,6,4.86
2017-02-23,81,6,4.86
2017-02-24,100,6,6
2017-02-25,86,6,5.16
2017-02-26,63,6,3.78
2017-02-27,78,6,4.68
2017-02-28,83,6,4.98
2017-03-01,61,7,4.27
2017-03-02,80,7,5.6
2017-03-03,100,7,7
2017-03-04,71,7,4.97
2017-03-05,66,7,4.62
2017-03-06,73,7,5.11
2017-03-07,69,7,4.83
2017-03-08,80,7,5.6
2017-03-09,76,7,5.32
2017-03-10,99,7,6.93
2017-03-11,87,7,6.09
2017-03-12,61,7,4.27
2017-03-13,65,7,4.55
2017-03-14,65,7,4.55
2017-03-15,67,7,4.69
2017-03-16,63,7,4.41
2017-03-17,68,7,4.76
2017-03-18,75,7,5.25
2017-03-19,62,7,4.34
2017-03-20,68,7,4.76
2017-03-21,63,7,4.41
2017-03-22,64,7,4.48
2017-03-23,58,7,4.06
2017-03-24,61,7,4.27
2017-03-25,69,7,4.83
2017-03-26,61,7,4.27
2017-03-27,63,7,4.41
2017-03-28,59,7,4.13
2017-03-29,58,7,4.06
2017-03-30,53,7,3.71
2017-03-31,51,7,3.57
2017-04-01,77,6,4.62
2017-04-02,80,6,4.8
2017-04-03,85,6,5.1
2017-04-04,94,6,5.64
2017-04-05,88,6,5.28
2017-04-06,78,6,4.68
2017-04-07,81,6,4.86
2017-04-08,82,6,4.92
2017-04-09,81,6,4.86
2017-04-10,83,6,4.98
2017-04-11,89,6,5.34
2017-04-12,81,6,4.86
2017-04-13,85,6,5.1
2017-04-14,87,6,5.22
2017-04-15,73,6,4.38
2017-04-16,75,6,4.5
2017-04-17,75,6,4.5
2017-04-18,88,6,5.28
2017-04-19,84,6,5.04
2017-04-20,72,6,4.32
2017-04-21,80,6,4.8
2017-04-22,73,6,4.38
2017-04-23,74,6,4.44
2017-04-24,80,6,4.8
2017-04-25,81,6,4.86
2017-04-26,97,6,5.82
2017-04-27,89,6,5.34
2017-04-28,100,6,6
2017-04-29,87,6,5.22
2017-04-30,77,6,4.62
2017-05-01,23,14,3.22
2017-05-02,23,14,3.22
2017-05-03,26,14,3.64
2017-05-04,31,14,4.34
2017-05-05,32,14,4.48
2017-05-06,25,14,3.5
2017-05-07,25,14,3.5
2017-05-08,28,14,3.92
2017-05-09,37,14,5.18
2017-05-10,34,14,4.76
2017-05-11,35,14,4.9
2017-05-12,41,14,5.74
2017-05-13,41,14,5.74
2017-05-14,36,14,5.04
2017-05-15,48,14,6.72
2017-05-16,43,14,6.02
2017-05-17,37,14,5.18
2017-05-18,33,14,4.62
2017-05-19,39,14,5.46
2017-05-20,39,14,5.46
2017-05-21,38,14,5.32
2017-05-22,60,14,8.4
2017-05-23,65,14,9.1
2017-05-24,77,14,10.78
2017-05-25,100,14,14
2017-05-26,74,14,10.36
2017-05-27,62,14,8.68
2017-05-28,50,14,7
2017-05-29,48,14,6.72
2017-05-30,49,14,6.86
2017-05-31,46,14,6.44
2017-06-01,90,15,13.5
2017-06-02,71,15,10.65
2017-06-03,64,15,9.6
2017-06-04,66,15,9.9
2017-06-05,76,15,11.4
2017-06-06,100,15,15
2017-06-07,95,15,14.25
2017-06-08,82,15,12.3
2017-06-09,76,15,11.4
2017-06-10,72,15,10.8
2017-06-11,79,15,11.85
2017-06-12,98,15,14.7
2017-06-13,89,15,13.35
2017-06-14,86,15,12.9
2017-06-15,99,15,14.85
2017-06-16,86,15,12.9
2017-06-17,71,15,10.65
2017-06-18,63,15,9.45
2017-06-19,70,15,10.5
2017-06-20,72,15,10.8
2017-06-21,80,15,12
2017-06-22,72,15,10.8
2017-06-23,74,15,11.1
2017-06-24,65,15,9.75
2017-06-25,62,15,9.3
2017-06-26,80,15,12
2017-06-27,88,15,13.2
2017-06-28,88,15,13.2
2017-06-29,72,15,10.8
2017-06-30,62,15,9.3
2017-07-01,73,13,9.49
2017-07-02,72,13,9.36
2017-07-03,69,13,8.97
2017-07-04,70,13,9.1
2017-07-05,71,13,9.23
2017-07-06,72,13,9.36
2017-07-07,72,13,9.36
2017-07-08,65,13,8.45
2017-07-09,69,13,8.97
2017-07-10,75,13,9.75
2017-07-11,85,13,11.05
2017-07-12,86,13,11.18
2017-07-13,83,13,10.79
2017-07-14,75,13,9.75
2017-07-15,88,13,11.44
2017-07-16,96,13,12.48
2017-07-17,96,13,12.48
2017-07-18,98,13,12.74
2017-07-19,88,13,11.44
2017-07-20,100,13,13
2017-07-21,100,13,13
2017-07-22,81,13,10.53
2017-07-23,81,13,10.53
2017-07-24,88,13,11.44
2017-07-25,91,13,11.83
2017-07-26,86,13,11.18
2017-07-27,83,13,10.79
2017-07-28,91,13,11.83
2017-07-29,68,13,8.84
2017-07-30,68,13,8.84
2017-07-31,94,13,12.22
2017-08-01,88,19,16.72
2017-08-02,76,19,14.44
2017-08-03,58,19,11.02
2017-08-04,56,19,10.64
2017-08-05,64,19,12.16
2017-08-06,57,19,10.83
2017-08-07,64,19,12.16
2017-08-08,64,19,12.16
2017-08-09,63,19,11.97
2017-08-10,59,19,11.21
2017-08-11,66,19,12.54
2017-08-12,71,19,13.49
2017-08-13,89,19,16.91
2017-08-14,100,19,19
2017-08-15,100,19,19
2017-08-16,84,19,15.96
2017-08-17,83,19,15.77
2017-08-18,85,19,16.15
2017-08-19,78,19,14.82
2017-08-20,67,19,12.73
2017-08-21,71,19,13.49
2017-08-22,75,19,14.25
2017-08-23,72,19,13.68
2017-08-24,68,19,12.92
2017-08-25,69,19,13.11
2017-08-26,60,19,11.4
2017-08-27,59,19,11.21
2017-08-28,60,19,11.4
2017-08-29,71,19,13.49
2017-08-30,74,19,14.06
2017-08-31,86,19,16.34
2017-09-01,70,20,14
2017-09-02,67,20,13.4
2017-09-03,55,20,11
2017-09-04,68,20,13.6
2017-09-05,73,20,14.6
2017-09-06,64,20,12.8
2017-09-07,60,20,12
2017-09-08,56,20,11.2
2017-09-09,48,20,9.6
2017-09-10,52,20,10.4
2017-09-11,57,20,11.4
2017-09-12,57,20,11.4
2017-09-13,72,20,14.4
2017-09-14,84,20,16.8
2017-09-15,100,20,20
2017-09-16,71,20,14.2
2017-09-17,53,20,10.6
2017-09-18,64,20,12.8
2017-09-19,59,20,11.8
2017-09-20,49,20,9.8
2017-09-21,50,20,10
2017-09-22,49,20,9.8
2017-09-23,42,20,8.4
2017-09-24,39,20,7.8
2017-09-25,44,20,8.8
2017-09-26,40,20,8
2017-09-27,47,20,9.4
2017-09-28,44,20,8.8
2017-09-29,46,20,9.2
2017-09-30,39,20,7.8
2017-10-01,38,21,7.98
2017-10-02,43,21,9.03
2017-10-03,43,21,9.03
2017-10-04,39,21,8.19
2017-10-05,41,21,8.61
2017-10-06,40,21,8.4
2017-10-07,35,21,7.35
2017-10-08,38,21,7.98
2017-10-09,47,21,9.87
2017-10-10,51,21,10.71
2017-10-11,48,21,10.08
2017-10-12,74,21,15.54
2017-10-13,100,21,21
2017-10-14,66,21,13.86
2017-10-15,63,21,13.23
2017-10-16,65,21,13.65
2017-10-17,58,21,12.18
2017-10-18,61,21,12.81
2017-10-19,57,21,11.97
2017-10-20,67,21,14.07
2017-10-21,76,21,15.96
2017-10-22,62,21,13.02
2017-10-23,73,21,15.33
2017-10-24,81,21,17.01
2017-10-25,76,21,15.96
2017-10-26,68,21,14.28
2017-10-27,58,21,12.18
2017-10-28,49,21,10.29
2017-10-29,55,21,11.55
2017-10-30,67,21,14.07
2017-10-31,78,21,16.38
2017-11-01,31,43,13.33
2017-11-02,39,43,16.77
2017-11-03,36,43,15.48
2017-11-04,28,43,12.04
2017-11-05,27,43,11.61
2017-11-06,30,43,12.9
2017-11-07,28,43,12.04
2017-11-08,32,43,13.76
2017-11-09,28,43,12.04
